,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
9544,Kenneth Faried,Morehead St.,OVC,32,87.0,115.1,25.7,61.0,60.98,19.9,30.9,7.3,18.2,136,235,0.579,208,341,0.61,0,0,0.0,8.1,3.4,68.9,Sr,8-Jun,35,4.43391,121.634,3.6,2011,1626,all,,0.38822381,163.0,231.0,45.0,110.0,0.7056,0.4091,70.0,74.0,0.9459,22.0,85.7528,86.3437,4.9022,292.319,8.56669,3.36034,5.20634,8.29385,35.2188,6.15886,2.13499,5.75,8.625,14.375,1.0312,1.9062,2.1875,17.25,C,0.0
9553,Zach Urbanus,The Citadel,SC,30,91.7,101.1,17.2,47.9,51.0,2.1,7.5,15.6,19.1,40,46,0.87,47,129,0.364,60,157,0.382,0.0,1.1,16.1,Sr,2-Jun,15,1.31644,95.2698,1.0,2011,1648,all,,1.44830079,8.0,17.0,39.0,112.0,0.4706,0.3482,0.0,0.0,,,113.776,113.819,1.66843,146.289,-2.35499,0.433078,-2.78806,-2.06141,36.8333,0.357882,-2.41929,0.6667,2.2333,2.9,2.8,0.6667,0.0,10.4667,Combo G,8.90354
9554,Cameron Wells,The Citadel,SC,30,89.5,105.5,28.2,45.5,51.52,1.9,15.4,30.1,15.4,125,149,0.839,170,357,0.476,17,73,0.233,1.0,2.4,34.7,Sr,1-Jun,22,3.64053,114.246,2.2,2011,1651,all,,1.77332001,61.0,111.0,109.0,246.0,0.5495,0.4431,0.0,0.0,,,107.54,107.581,2.40227,191.641,1.7428,2.46762,-0.724822,2.51213,35.9333,2.72267,-0.210535,0.5667,4.5,5.0667,4.4333,1.3667,0.3,17.2,Scoring PG,4.24163
9555,Allen Smith,Arkansas Pine Bluff,SWAC,31,89.2,98.6,19.0,48.4,51.4,1.5,4.8,21.3,17.5,61,86,0.709,40,112,0.357,77,209,0.368,0.2,1.4,26.8,Sr,10-May,15,1.30823,95.4979,2.2,2011,1653,all,,1.46878172,19.0,52.0,19.0,60.0,0.3654,0.3167,0.0,0.0,,,109.246,117.893,1.11871,145.59,-4.78779,0.163225,-4.95102,-3.44036,36.0968,-0.111194,-3.32917,0.4839,1.3871,1.871,3.0323,0.871,0.0645,12.0,Scoring PG,10.7492
9565,Brenton Butler,Fordham,A10,27,86.0,99.4,23.4,43.9,49.06,1.9,4.9,21.2,18.0,82,98,0.837,69,173,0.399,58,182,0.319,0.0,1.0,27.6,Sr,2-Jun,24,2.42218,104.498,2.3,2011,1747,all,32.0,1.31882926,25.0,52.0,44.0,121.0,0.4808,0.3636,0.0,0.0,,,114.678,112.977,1.72648,121.396,-3.12269,1.13951,-4.2622,-2.25266,35.6667,0.670424,-2.92308,0.6667,1.6296,2.2963,3.3704,0.5926,0.0,14.5926,Scoring PG,11.1037
9590,Aaron Johnson,UAB,CUSA,31,88.7,105.5,24.3,46.0,53.39,1.1,8.0,43.0,25.4,116,149,0.779,92,183,0.503,22,89,0.247,0.0,2.5,54.8,Sr,7-May,1,3.45843,113.03,2.7,2011,1917,all,58.6,2.17272581,73.0,121.0,19.0,62.0,0.6033,0.3065,0.0,0.0,,,98.4244,96.6981,3.72003,182.522,2.37814,2.20056,0.177582,2.96675,36.3226,1.71566,1.25108,0.3226,2.4839,2.8065,7.7097,1.4516,0.0,11.8065,Pure PG,4.99342
9592,Jon Diebler,Ohio St.,B10,37,88.9,141.9,13.5,70.6,72.33,1.3,7.9,11.6,12.2,64,79,0.81,31,59,0.525,114,227,0.502,0.4,1.7,27.6,Sr,6-Jun,33,6.11377,134.48,1.1,2011,1926,all,90.2,2.51443073,19.0,36.0,12.0,23.0,0.5278,0.5217,1.0,1.0,1.0,51.0,97.5841,91.4072,4.38236,201.815,10.9468,8.69904,2.24772,10.6833,35.6757,7.87242,2.81092,0.3784,2.2703,2.6486,2.3784,0.973,0.1351,12.6486,Combo G,10.6459
9623,Michael Thompson,Northwestern,B10,34,92.2,116.5,22.4,56.6,59.58,1.2,6.5,24.6,14.3,80,97,0.825,94,176,0.534,95,242,0.393,0.2,2.4,23.2,Sr,10-May,22,5.11849,124.916,2.4,2011,2159,all,11.4,2.26148138,57.0,89.0,37.0,87.0,0.6404,0.4253,0.0,0.0,,,108.348,102.378,3.1422,179.077,4.39148,5.99906,-1.60759,5.27005,37.2941,5.38813,-0.118073,0.3529,1.8235,2.1765,4.3235,1.4412,0.0588,16.2647,Scoring PG,11.9572
9630,Ryan Rossiter,Siena,MAAC,31,92.3,110.6,25.5,47.2,53.77,11.2,28.2,9.5,14.2,166,211,0.787,203,420,0.483,3,20,0.15,3.7,1.4,48.0,Sr,9-Jun,22,4.25409,118.143,2.7,2011,2206,all,,0.65275989,102.0,157.0,101.0,263.0,0.6497,0.384,1.0,2.0,0.5,,95.8314,96.3886,3.91112,261.898,3.17144,1.51234,1.65911,4.24236,37.3548,3.87864,0.363712,3.9032,9.2581,13.1613,1.5161,0.871,1.3548,18.7419,PF/C,1.0078
9634,Mickey McConnell,Saint Mary's,WCC,32,93.6,130.4,21.6,61.1,66.46,1.6,6.6,30.1,17.1,125,141,0.887,98,180,0.544,72,157,0.459,0.4,1.9,41.8,Sr,Jun-00,32,6.45522,134.604,1.9,2011,2216,all,,2.66214051,55.0,93.0,43.0,87.0,0.5914,0.4943,0.0,0.0,,,104.033,102.062,3.231,177.052,5.90338,7.24932,-1.34594,7.31849,37.5938,7.21959,0.098908,0.4688,2.0625,2.5312,6.1562,1.2188,0.1562,16.7812,Pure PG,7.85386
9635,Chris De La Rosa,UMBC,AE,30,88.0,99.6,28.0,44.1,47.96,2.0,11.3,40.3,16.9,92,130,0.708,129,303,0.426,38,119,0.319,0.0,1.7,30.8,Jr,10-May,10,2.78938,107.755,2.2,2011,2217,all,,2.12942494,89.0,165.0,40.0,138.0,0.5394,0.2899,0.0,0.0,,,116.652,118.935,0.976517,162.348,-2.71496,2.22399,-4.93895,-2.09519,35.8,1.92696,-4.02215,0.6667,3.2667,3.9333,6.0333,1.0,0.0,15.4667,Pure PG,6.62183
9637,Tyrone Conley,New Hampshire,AE,29,87.3,100.6,25.9,47.7,50.2,3.4,7.7,17.2,14.7,65,93,0.699,80,177,0.452,77,233,0.33,2.5,2.1,22.7,Sr,2-Jun,21,2.40617,104.78,3.0,2011,2223,all,0.4,0.98364553,51.0,89.0,29.0,88.0,0.573,0.3295,12.0,13.0,0.9231,,98.6464,101.469,3.08543,167.797,3.06658,2.28441,0.782171,4.62381,35.3793,3.54795,1.07586,1.1379,2.2759,3.4138,2.069,1.1724,0.7931,15.7241,Combo G,14.5537
9646,Devin Gibson,UTSA,Slnd,31,90.9,108.0,28.5,45.8,55.75,4.2,12.3,33.2,19.4,223,286,0.78,128,277,0.462,25,84,0.298,0.5,4.4,79.2,Sr,1-Jun,21,4.02379,116.824,2.9,2011,2284,all,42.4,1.56075446,62.0,94.0,66.0,183.0,0.6596,0.3607,0.0,0.0,,,98.7844,101.221,3.24286,244.299,5.81331,4.34416,1.46916,5.13557,36.3548,3.36489,1.77068,1.3226,4.0323,5.3548,5.3871,2.7097,0.1613,17.871,Scoring PG,4.33538
9653,Vaughn Duggins,Wright St.,Horz,31,88.5,110.9,28.3,49.4,55.39,3.6,11.6,17.1,10.7,143,174,0.822,159,316,0.503,36,115,0.313,0.4,2.9,40.4,Sr,3-Jun,44,4.7469,123.55,1.9,2011,2384,all,,1.30767858,82.0,127.0,70.0,175.0,0.6457,0.4,5.0,6.0,0.8333,,100.431,97.9865,3.55835,180.898,4.62841,4.12828,0.500132,6.6165,35.4194,5.51228,1.10422,1.0,2.871,3.871,2.1935,1.5806,0.0968,18.3548,Combo G,6.60924
9674,Mike Scott,Fairleigh Dickinson,NEC,29,91.4,99.8,23.8,46.7,53.5,2.9,12.7,27.5,23.8,121,149,0.812,65,178,0.365,60,154,0.39,0.6,2.5,44.9,Sr,Jun-00,12,2.22399,102.466,3.6,2011,2530,all,,1.22115334,37.0,74.0,28.0,104.0,0.5,0.2692,0.0,0.0,,,105.596,108.197,2.37497,191.082,0.587215,1.54513,-0.957916,0.448283,37.1724,1.047,-0.598714,1.0,4.2414,5.2414,4.3793,1.5862,0.2069,14.8621,Scoring PG,8.37763
9698,Joe Zeglinski,Hartford,AE,31,88.2,93.4,24.7,44.0,46.35,4.1,9.9,12.9,13.6,63,98,0.643,53,150,0.353,90,277,0.325,0.9,2.0,23.0,Sr,Jun-00,24,1.41732,96.5016,2.8,2011,2677,all,,0.96667529,34.0,65.0,19.0,85.0,0.5231,0.2235,0.0,0.0,,,102.328,105.411,2.63469,174.375,-1.61333,0.189226,-1.80256,-1.46305,36.0,0.103411,-1.56646,1.3548,2.6774,4.0323,1.871,1.1613,0.2258,14.1613,Wing G,15.5511
9700,Justin Graham,San Jose St.,WAC,31,86.1,101.3,22.9,45.6,49.26,2.3,11.5,25.8,16.2,92,138,0.667,121,293,0.413,34,84,0.405,1.1,3.6,36.6,Sr,4-Jun,33,2.54201,105.563,2.7,2011,2686,all,,1.87324809,42.0,82.0,79.0,211.0,0.5122,0.3744,4.0,6.0,0.6667,,101.545,101.93,3.07931,227.438,3.7141,2.3469,1.3672,2.64053,36.6452,1.06082,1.57971,0.7742,3.6129,4.3871,4.2903,2.2581,0.3548,14.0645,Scoring PG,4.36994
9734,Talor Battle,Penn St.,B10,34,95.1,113.0,28.6,52.3,55.84,1.6,13.5,19.8,12.2,131,175,0.749,119,245,0.486,106,287,0.369,0.3,1.3,32.9,Sr,Jun-00,12,6.3498,133.008,1.6,2011,2884,all,74.2,1.49254035,87.0,159.0,32.0,86.0,0.5472,0.3721,7.0,7.0,1.0,,106.075,97.5898,3.8744,192.359,6.66464,6.92111,-0.256475,8.54968,38.0588,7.93452,0.615164,0.4706,3.9412,4.4118,2.9412,0.7647,0.0882,20.2059,Combo G,14.8941
9746,Chad Tomko,UNC Wilmington,CAA,31,89.5,105.6,29.2,50.1,53.65,2.0,16.8,29.4,19.5,87,107,0.813,110,243,0.453,80,216,0.37,0.8,3.3,23.3,Sr,11-May,5,3.95649,116.781,2.1,2011,2949,all,,1.32001363,56.0,95.0,54.0,148.0,0.5895,0.3649,0.0,0.0,,,100.409,99.4806,3.40903,225.062,3.99667,3.54296,0.453701,5.34467,36.5161,4.17424,1.17043,0.5806,5.2903,5.871,4.2581,1.871,0.2581,17.6452,Scoring PG,12.3154
9766,Kevin Anderson,Richmond,A10,37,89.8,107.1,25.4,49.7,53.6,1.4,7.3,19.7,13.3,120,160,0.75,139,320,0.434,71,174,0.408,0.3,2.5,32.4,Sr,Jun-00,14,3.94223,116.556,1.7,2011,3093,all,29.8,1.69448593,89.0,146.0,51.0,174.0,0.6096,0.2931,0.0,0.0,,,99.962,97.5838,3.69364,202.123,3.27381,3.38629,-0.112478,3.61851,36.1622,3.05101,0.567501,0.4054,2.3514,2.7568,3.2973,1.4324,0.1081,16.5135,Scoring PG,8.10281
9776,Donald Sims,Appalachian St.,SC,29,95.8,113.9,26.7,52.1,58.85,1.1,9.7,19.9,15.9,164,191,0.859,112,217,0.516,73,208,0.351,0.4,2.6,44.9,Sr,1-Jun,0,4.81486,121.139,1.5,2011,3115,all,,1.24692988,54.0,83.0,58.0,134.0,0.6506,0.4328,0.0,0.0,,,107.673,107.484,2.58518,189.384,3.37193,4.96792,-1.59599,4.96797,38.4828,5.34201,-0.374048,0.3448,3.1379,3.4828,3.4828,1.7241,0.1724,20.931,Combo G,10.9021
9779,Andrew Goudelock,College of Charleston,SC,37,88.0,113.6,33.1,54.9,57.5,2.3,9.9,26.4,16.3,110,134,0.821,187,377,0.496,131,322,0.407,0.5,1.5,19.2,Sr,2-Jun,3,5.77155,132.194,2.0,2011,3120,all,,1.31932084,41.0,68.0,146.0,309.0,0.6029,0.4725,7.0,8.0,0.875,46.0,104.713,104.361,2.75546,204.986,3.82596,5.92043,-2.09447,6.30415,35.1892,7.66592,-1.36177,0.6757,3.1892,3.8649,4.2432,0.8919,0.1892,23.7027,Scoring PG,14.6051
9780,Anthony Nelson,Niagara,MAAC,29,84.5,95.4,26.7,42.1,49.45,4.5,10.1,34.0,21.0,155,221,0.701,89,201,0.443,38,146,0.26,0.2,5.3,63.7,Sr,1-Jun,31,2.30983,102.785,2.1,2011,3126,all,48.0,1.4000055,77.0,160.0,12.0,41.0,0.4813,0.2927,2.0,2.0,1.0,,97.8514,100.174,3.46044,234.197,4.07451,2.72284,1.35167,4.50633,37.2759,2.24274,2.26359,1.6552,3.3103,4.9655,5.069,3.3793,0.069,15.4138,Pure PG,7.81709
9783,Jimmer Fredette,BYU,MWC,36,89.4,114.7,36.6,53.1,59.2,2.0,8.5,28.6,15.3,250,280,0.893,221,450,0.491,121,308,0.393,0.1,2.1,36.9,Sr,2-Jun,32,7.42677,144.768,1.5,2011,3137,all,54.4,1.19232373,109.0,151.0,112.0,299.0,0.7219,0.3746,2.0,3.0,0.6667,10.0,99.0445,95.5029,3.90002,215.402,7.05925,8.24222,-1.18298,10.1931,36.1389,10.0698,0.123288,0.6389,2.8611,3.5,4.3056,1.3333,0.0278,29.3056,Scoring PG,13.2585
9784,Nick Murphy,Jacksonville St.,OVC,27,81.1,104.4,25.6,49.0,54.25,6.2,16.2,18.2,17.5,107,144,0.743,129,268,0.481,17,47,0.362,1.1,3.5,45.7,Sr,3-Jun,13,2.85367,108.55,3.1,2011,3153,all,,0.98504943,81.0,133.0,48.0,135.0,0.609,0.3556,7.0,7.0,1.0,,100.412,103.185,2.86804,180.073,2.55396,2.00724,0.546724,3.06005,35.2963,2.59104,0.469003,1.7778,4.0741,5.8519,2.4444,1.9259,0.3333,15.4074,Wing G,3.13753
9806,N'Gai Evans,Wright St.,Horz,29,84.0,104.7,24.0,50.0,55.61,2.3,13.2,22.7,18.4,103,131,0.786,110,233,0.472,27,68,0.397,0.8,2.7,43.5,Sr,1-Jun,11,3.27546,111.223,2.5,2011,3238,all,,1.3332931,63.0,99.0,43.0,125.0,0.6364,0.344,2.0,2.0,1.0,,99.7384,97.4474,3.67201,182.346,3.73957,1.89759,1.84198,3.7005,35.8966,2.41147,1.28903,0.6552,3.3103,3.9655,3.3103,1.5172,0.2069,13.931,Combo G,4.17044
9825,Randy Culpepper,UTEP,CUSA,34,89.5,105.0,28.1,50.8,55.35,2.1,7.1,18.9,13.6,152,201,0.756,159,310,0.513,66,198,0.333,0.8,3.3,39.6,Sr,Jun-00,3,3.99321,117.062,2.7,2011,3379,all,,1.26252703,86.0,115.0,73.0,195.0,0.7478,0.3744,5.0,7.0,0.7143,,94.7634,93.3014,4.17845,227.23,5.10927,4.0225,1.08677,5.9428,36.2059,3.89885,2.04396,0.6176,2.3235,2.9412,2.9706,2.0,0.2647,19.6471,Combo G,9.4651
9863,Julyan Stone,UTEP,CUSA,34,91.0,109.5,15.7,53.5,54.92,4.1,19.2,26.7,19.1,76,135,0.563,87,148,0.588,13,51,0.255,1.7,2.3,67.8,Sr,7-Jun,5,2.40387,103.963,2.6,2011,3576,all,,2.79680187,64.0,90.0,23.0,58.0,0.7111,0.3966,13.0,15.0,0.8667,,90.8303,89.429,4.73535,268.672,6.99895,2.41287,4.58608,5.86673,36.7941,2.01948,3.84725,1.2059,6.3824,7.5882,5.2647,1.4412,0.5588,8.5,Wing G,2.39779
9871,Landon Clement,North Carolina Central,ind,26,90.5,115.7,22.4,55.1,58.73,1.6,11.2,6.8,10.6,82,99,0.828,60,135,0.444,94,230,0.409,0.0,1.8,27.1,Jr,2-Jun,3,3.7019,114.391,1.5,2011,3702,all,,0.68422851,8.0,20.0,45.0,100.0,0.4,0.45,0.0,0.0,,,107.421,112.971,1.75351,147.827,0.0963911,3.69718,-3.60079,3.17923,36.7308,5.3702,-2.19097,0.4615,3.3077,3.7692,1.0,1.1154,0.0,18.6154,Wing G,14.4229
9890,Devon Beitzel,Northern Colorado,BSky,30,89.8,123.9,25.4,58.0,65.49,1.2,9.9,12.3,16.2,190,210,0.905,102,182,0.56,86,216,0.398,0.1,2.3,52.8,Sr,Jun-00,32,5.73761,130.943,2.0,2011,3739,all,,0.68917987,77.0,118.0,25.0,64.0,0.6525,0.3906,0.0,0.0,,,102.057,102.91,2.99469,184.902,4.88259,5.73755,-0.854962,8.23267,35.9333,7.41708,0.815588,0.3667,2.9667,3.3333,1.7,1.3667,0.0333,21.7333,Combo G,12.0525
9903,Andrew Warren,Bradley,MVC,31,91.4,109.1,26.4,49.8,55.19,3.8,14.1,12.6,11.5,130,152,0.855,119,276,0.431,75,189,0.397,1.1,2.7,32.7,Sr,6-Jun,24,4.43386,119.875,3.1,2011,3791,all,,1.03507912,44.0,58.0,75.0,218.0,0.7586,0.344,8.0,8.0,1.0,,101.406,100.021,3.41357,212.649,4.54853,4.43585,0.112678,5.75059,36.7097,5.2048,0.545797,1.1935,4.3226,5.5161,1.9032,1.6452,0.3226,19.129,Wing G,10.0296
9914,Adrian Oliver,San Jose St.,WAC,30,80.4,104.9,33.8,47.9,53.73,3.9,13.7,18.9,15.5,170,207,0.821,171,392,0.436,63,162,0.389,1.1,1.2,37.4,Sr,4-Jun,2,4.6484,124.067,3.1,2011,3839,all,87.0,0.78725306,59.0,107.0,115.0,288.0,0.5514,0.3993,0.0,0.0,,,105.884,105.727,2.51782,176.663,1.75199,3.54565,-1.79366,5.10273,35.3667,6.28387,-1.18114,1.2667,4.1333,5.4,2.4667,0.7333,0.3667,23.3667,Wing G,9.02523
9921,Jovonni Shuler,Savannah St.,ind,26,87.9,98.1,28.9,47.0,51.84,4.4,12.7,14.2,16.9,107,145,0.738,75,181,0.414,66,189,0.349,0.8,1.9,39.2,Sr,4-Jun,20,2.84787,108.278,2.8,2011,3892,all,,0.59721218,42.0,67.0,32.0,110.0,0.6269,0.2909,2.0,2.0,1.0,,98.8535,100.739,3.19384,152.436,0.621168,1.23873,-0.617561,3.52212,35.6538,3.80773,-0.285615,1.3462,3.6538,5.0,1.6538,1.0769,0.2692,17.5,Wing G,12.8545
9930,Chaisson Allen,Northeastern,CAA,29,86.2,110.5,25.3,50.0,53.95,4.8,16.8,22.9,12.9,110,157,0.701,94,211,0.445,62,163,0.38,0.2,3.6,42.0,Sr,4-Jun,3,4.44718,119.734,2.1,2011,4029,all,0.6,1.89290524,61.0,100.0,33.0,111.0,0.61,0.2973,1.0,2.0,0.5,,107.059,106.472,2.6135,196.472,5.21453,5.76327,-0.548735,5.13685,37.1379,5.56545,-0.428592,1.3793,4.6897,6.069,3.6552,2.1034,0.069,16.6897,Combo G,9.52475
9955,Norris Cole,Cleveland St.,Horz,34,90.2,112.9,32.8,47.0,54.83,2.5,16.7,38.0,14.3,221,259,0.853,189,407,0.464,46,142,0.324,0.3,3.7,47.2,Sr,2-Jun,30,6.04041,133.163,2.8,2011,4149,all,,1.94738903,114.0,181.0,75.0,226.0,0.6298,0.3319,6.0,8.0,0.75,28.0,93.3699,91.3968,4.44932,258.227,9.55658,6.99107,2.56551,10.1645,36.0882,6.90038,3.26417,0.7647,5.1176,5.8824,5.4412,2.1765,0.0882,21.6765,Scoring PG,6.99096
9985,Will Weathers,Troy,SB,26,85.0,92.5,23.7,42.0,47.42,2.9,11.1,35.3,26.3,78,104,0.75,85,213,0.399,24,75,0.32,0.3,2.8,36.1,So,Jun-00,1,1.33409,95.4044,3.0,2011,4384,all,53.6,1.58334537,54.0,115.0,31.0,98.0,0.4696,0.3163,0.0,0.0,,,106.71,107.63,2.45708,183.377,-1.96819,-1.27712,-0.691069,-3.33413,37.5769,-2.26779,-1.06635,1.0769,3.7308,4.8077,6.5769,1.8462,0.1154,12.3077,Pure PG,4.32428
9987,Kendall Timmons,Tulane,CUSA,27,90.6,100.7,28.3,47.8,51.92,6.5,23.0,22.4,18.3,117,177,0.661,139,306,0.454,21,51,0.412,1.8,3.1,49.6,So,5-Jun,22,3.26411,110.884,3.0,2011,4386,all,4.8,1.08334673,86.0,157.0,53.0,149.0,0.5478,0.3557,16.0,17.0,0.9412,,96.4194,96.7764,3.79148,211.078,2.57715,0.581934,1.99522,3.54792,36.4074,2.38405,1.16387,2.037,6.3704,8.4074,3.3704,1.8519,0.5556,16.963,Wing G,3.14711
9999,Aleek Pauline,Norfolk St.,MEAC,31,86.4,91.9,18.1,45.8,51.36,2.6,9.1,27.9,30.7,86,130,0.662,68,154,0.442,17,50,0.34,0.2,2.4,63.7,Sr,1-Jun,3,0.223838,86.7364,3.0,2011,4586,all,,1.4865106,61.0,118.0,7.0,36.0,0.5169,0.1944,0.0,0.0,,,106.897,112.736,1.75554,183.012,-3.88305,-1.47476,-2.40829,-4.28374,36.2258,-2.40569,-1.87805,0.8065,2.9677,3.7742,5.3226,1.5484,0.0645,8.8065,Scoring PG,2.50839
10009,Jordan Taylor,Wisconsin,B10,34,90.6,127.7,27.6,51.7,57.57,3.4,11.7,30.4,8.6,154,185,0.832,119,273,0.436,75,175,0.429,0.5,1.4,41.3,Jr,1-Jun,11,7.80829,147.03,2.6,2011,4642,all,78.4,3.83332006,46.0,84.0,73.0,189.0,0.5476,0.3862,0.0,0.0,,,103.544,96.4269,3.8348,174.643,10.3528,9.96664,0.38613,10.9052,36.5,9.3262,1.57898,0.9412,3.1471,4.0882,4.7353,0.7353,0.1471,18.1471,Scoring PG,9.88623
10121,Antoine Young,Creighton,MVC,39,89.0,105.6,23.9,44.1,49.59,1.5,7.1,29.5,15.5,128,171,0.749,133,311,0.428,39,123,0.317,0.1,1.7,39.4,Jr,Jun-00,30,3.33628,111.932,1.5,2011,5702,all,,2.37800807,57.0,104.0,76.0,208.0,0.5481,0.3654,1.0,2.0,0.5,,105.904,104.557,2.76373,199.968,1.07163,2.45324,-1.38162,1.063,35.7179,1.88248,-0.819474,0.4103,2.1795,2.5897,5.0,0.9487,0.0513,13.1026,Scoring PG,5.55416
10148,Darrion Pellum,Hampton,MEAC,31,87.1,93.2,26.7,45.0,49.04,2.0,10.7,13.6,17.0,107,150,0.713,113,260,0.435,64,204,0.314,0.9,2.7,32.3,Jr,6-Jun,1,1.41865,96.3035,2.4,2011,5896,all,46.2,0.70112241,64.0,92.0,49.0,167.0,0.6957,0.2934,20.0,22.0,0.9091,,92.6104,97.831,3.62826,212.011,-1.00044,-1.03728,0.0368344,0.381892,36.5161,-0.13438,0.516271,0.6774,3.6452,4.3226,1.9677,1.6774,0.3226,16.9355,Wing G,10.663
10155,Alex Young,IUPUI,Sum,31,91.6,103.8,31.2,50.7,54.38,6.5,15.0,14.4,19.1,117,158,0.741,187,366,0.511,39,118,0.331,2.3,2.4,32.6,Jr,6-Jun,5,4.06212,116.877,3.0,2011,5972,all,,0.6573954,123.0,194.0,64.0,172.0,0.634,0.3721,15.0,15.0,1.0,,106.595,104.652,2.83206,199.83,1.6556,1.97269,-0.317089,2.20457,36.9355,3.16102,-0.956454,1.871,4.3226,6.1935,2.2903,1.3871,0.7742,19.6129,Wing G,6.53126
10165,Tyler Murray,Wagner,NEC,30,91.2,104.6,25.0,52.1,58.33,2.9,12.3,23.5,20.3,135,163,0.828,98,216,0.454,59,142,0.415,0.8,2.0,45.5,Jr,5-Jun,3,3.23591,110.482,1.8,2011,6047,all,,1.11459373,56.0,99.0,42.0,117.0,0.5657,0.359,2.0,2.0,1.0,,102.872,104.931,2.78523,191.094,1.08139,2.15273,-1.07134,3.25998,37.1,4.15783,-0.897853,0.8333,3.7667,4.6,3.5667,1.2667,0.2667,16.9333,Combo G,7.5179
10213,Wil Peters,Tennessee St.,OVC,28,88.2,106.4,18.9,50.5,57.34,1.8,7.3,25.6,24.6,83,97,0.856,52,122,0.426,39,97,0.402,0.5,1.3,44.3,Jr,Jun-00,10,2.24842,103.295,3.2,2011,6546,all,,1.55262878,23.0,43.0,28.0,77.0,0.5349,0.3636,0.0,0.0,,,109.077,112.325,1.7875,136.229,-2.20758,0.555968,-2.76355,-1.80953,35.75,0.104053,-1.91358,0.5,2.1786,2.6786,4.2143,0.7857,0.1786,10.8571,Scoring PG,5.91734
10289,Dee Bost,Mississippi St.,SEC,17,48.4,101.0,27.6,47.7,51.47,1.6,9.0,38.8,21.0,54,77,0.701,46,103,0.447,38,113,0.336,0.8,2.7,35.6,Jr,2-Jun,3,3.87628,116.473,2.5,2011,7233,all,,1.79660585,28.0,57.0,18.0,46.0,0.4912,0.3913,1.0,1.0,1.0,,103.616,99.2652,3.39905,107.188,3.58643,4.28415,-0.697713,3.56052,35.4118,3.42675,0.133773,0.4706,3.0588,3.5294,6.2353,1.6471,0.2941,15.2941,Pure PG,11.0843
10302,Casper Ware,Long Beach St.,BW,32,87.5,109.1,24.8,50.8,57.33,1.6,6.3,24.8,19.9,157,196,0.801,87,195,0.446,72,189,0.381,0.5,2.5,51.0,Jr,9-May,22,3.91468,117.171,3.0,2011,7271,all,,1.37756737,45.0,66.0,42.0,129.0,0.6818,0.3256,1.0,1.0,1.0,,102.203,101.132,3.13174,195.815,3.60275,3.907,-0.304249,4.06515,35.125,3.36263,0.702516,0.5,1.9375,2.4375,4.2188,1.5312,0.1562,17.0938,Scoring PG,9.52327
10375,Jawan Carter,Delaware,CAA,31,88.4,110.2,24.1,50.0,57.31,2.1,9.9,16.4,15.4,144,170,0.847,50,131,0.382,84,221,0.38,0.1,1.6,48.3,Sr,11-May,3,3.65864,114.745,2.7,2011,7876,all,62.2,1.13844901,30.0,55.0,20.0,76.0,0.5455,0.2632,0.0,0.0,,,107.201,104.998,2.69061,158.722,3.17987,4.29341,-1.11353,3.56467,35.6452,3.983,-0.41833,0.6129,3.0645,3.6774,2.3871,0.871,0.0323,16.0,Combo G,12.6099
10418,Kashief Edwards,Niagara,MAAC,28,77.1,88.5,22.0,44.4,47.11,8.1,12.4,6.1,18.9,73,125,0.584,136,302,0.45,1,8,0.125,3.2,1.6,40.3,Jr,6-Jun,35,0.636736,90.1326,2.9,2011,8363,all,,0.3239342,105.0,170.0,27.0,118.0,0.6176,0.2288,40.0,43.0,0.9302,,103.324,105.877,2.57475,170.832,-4.03189,-3.98731,-0.0445844,-3.63905,35.25,-2.10641,-1.53264,2.7857,3.8571,6.6429,0.8214,0.9643,1.1071,12.4286,Wing F,0.469445
10429,Jeremy Granger,Eastern Illinois,OVC,27,90.2,105.5,23.6,46.3,53.05,3.5,11.0,22.4,16.6,99,110,0.9,111,252,0.44,25,69,0.362,0.5,1.9,34.3,Jr,1-Jun,12,2.80047,107.288,2.5,2011,8436,all,,1.44261497,35.0,57.0,76.0,195.0,0.614,0.3897,0.0,0.0,,,104.962,106.614,2.54402,156.131,-0.411798,0.94961,-1.36141,0.999067,36.2593,1.71027,-0.711199,1.037,3.3333,4.3704,3.2593,1.1111,0.1481,14.6667,Combo G,4.4402
